accession	W	M	obs_hotspots	obs_idr_hotspots	empirical_p_idr_enrichment
P40126	15	2	0	0	1.0
P40145	15	2	0	0	1.0
P40189	15	2	0	0	1.0
P40197	15	2	0	0	1.0
P40198	15	2	0	0	1.0
P40199	15	2	0	0	1.0
P40200	15	2	0	0	1.0
P37802	15	2	0	0	1.0
P37837	15	2	0	0	1.0
P37840	15	2	11	0	1.0
P38117	15	2	12	0	1.0
P38159	15	2	0	0	1.0
P38398	15	2	8	0	1.0
P38405	15	2	0	0	1.0
P38432	15	2	0	0	1.0
P40306	15	2	0	0	1.0
P40313	15	2	0	0	1.0
P40337	15	2	0	0	1.0
P40394	15	2	0	0	1.0
P40424	15	2	0	0	1.0
P40425	15	2	0	0	1.0
P40426	15	2	0	0	1.0
P40429	15	2	0	0	1.0
P40926	15	2	16	0	1.0
P40933	15	2	0	0	1.0
P40937	15	2	0	0	1.0
P40938	15	2	0	0	1.0
P40939	15	2	0	0	1.0
P40967	15	2	0	0	1.0
P41002	15	2	0	0	1.0
P41091	15	2	0	0	1.0
P40205	15	2	0	0	1.0
P40222	15	2	0	0	1.0
P40225	15	2	0	0	1.0
P40227	15	2	0	0	1.0
P40238	15	2	0	0	1.0
P40259	15	2	0	0	1.0
P40261	15	2	0	0	1.0
P40305	15	2	0	0	1.0
P41134	15	2	0	0	1.0
P41143	15	2	0	0	1.0
P41145	15	2	0	0	1.0
P41146	15	2	0	0	1.0
P41159	15	2	0	0	1.0
P41161	15	2	0	0	1.0
P41162	15	2	0	0	1.0
P41180	15	2	15	0	1.0
P41220	15	2	0	0	1.0
P41221	15	2	0	0	1.0
P41222	15	2	0	0	1.0
P41223	15	2	0	0	1.0
P41225	15	2	0	0	1.0
P41226	15	2	0	0	1.0
P41227	15	2	0	0	1.0
P41229	15	2	0	0	1.0
P41271	15	2	0	0	1.0
P41273	15	2	0	0	1.0
P41279	15	2	0	0	1.0
P41439	15	2	0	0	1.0
P41440	15	2	0	0	1.0
P41567	15	2	0	0	1.0
P41586	15	2	0	0	1.0
P41587	15	2	0	0	1.0
P40616	15	2	0	0	1.0
P40617	15	2	0	0	1.0
P40692	15	2	0	0	1.0
P40763	15	2	71	0	1.0
P40818	15	2	0	0	1.0
P40855	15	2	0	0	1.0
P40879	15	2	0	0	1.0
P40925	15	2	12	0	1.0
P41181	15	2	0	0	1.0
P41182	15	2	5	0	1.0
P41208	15	2	0	0	1.0
P41212	15	2	0	0	1.0
P41214	15	2	0	0	1.0
P41217	15	2	0	0	1.0
P41218	15	2	0	0	1.0
P41219	15	2	0	0	1.0
P41594	15	2	0	0	1.0
P41595	15	2	0	0	1.0
P41597	15	2	0	0	1.0
P41732	15	2	0	0	1.0
P41743	15	2	0	0	1.0
P41968	15	2	0	0	1.0
P41970	15	2	0	0	1.0
P42025	15	2	0	0	1.0
P41231	15	2	0	0	1.0
P41235	15	2	25	0	1.0
P41236	15	2	15	0	1.0
P41238	15	2	0	0	1.0
P41240	15	2	0	0	1.0
P41247	15	2	0	0	1.0
P41250	15	2	0	0	1.0
P41252	15	2	0	0	1.0
P42261	15	2	0	0	1.0
P42262	15	2	0	0	1.0
P42263	15	2	0	0	1.0
P42285	15	2	0	0	1.0
P42330	15	2	0	0	1.0
P42331	15	2	0	0	1.0
P42336	15	2	0	0	1.0
P42338	15	2	0	0	1.0
P42081	15	2	0	0	1.0
P42126	15	2	0	0	1.0
P42127	15	2	0	0	1.0
P42166	15	2	0	0	1.0
P42167	15	2	0	0	1.0
P42224	15	2	22	0	1.0
P42226	15	2	0	0	1.0
P42229	15	2	0	0	1.0
P42696	15	2	0	0	1.0
P42701	15	2	0	0	1.0
P42702	15	2	0	0	1.0
P42704	15	2	0	0	1.0
P42765	15	2	0	0	1.0
P42766	15	2	0	0	1.0
P42768	15	2	14	0	1.0
P42771	15	2	10	0	1.0
P43003	15	2	0	0	1.0
P43004	15	2	0	0	1.0
P43005	15	2	0	0	1.0
P43007	15	2	0	0	1.0
P43026	15	2	0	0	1.0
P43034	15	2	0	0	1.0
P43080	15	2	0	0	1.0
P43088	15	2	0	0	1.0
P42345	15	2	28	0	1.0
P42356	15	2	0	0	1.0
P42357	15	2	0	0	1.0
P42566	15	2	0	0	1.0
P42568	15	2	0	0	1.0
P42574	15	2	0	0	1.0
P42575	15	2	0	0	1.0
P42658	15	2	0	0	1.0
P43115	15	2	0	0	1.0
P43116	15	2	0	0	1.0
P43119	15	2	0	0	1.0
P43121	15	2	0	0	1.0
P43146	15	2	0	0	1.0
P43155	15	2	0	0	1.0
P43166	15	2	0	0	1.0
P43220	15	2	8	0	1.0
P42677	15	2	0	0	1.0
P42679	15	2	0	0	1.0
P42680	15	2	0	0	1.0
P42681	15	2	0	0	1.0
P42684	15	2	4	0	1.0
P42685	15	2	0	0	1.0
P42694	15	2	0	0	1.0
P42695	15	2	0	0	1.0
P43357	15	2	0	0	1.0
P43358	15	2	0	0	1.0
P43359	15	2	0	0	1.0
P43360	15	2	0	0	1.0
P43361	15	2	0	0	1.0
P43362	15	2	0	0	1.0
P43363	15	2	0	0	1.0
P43364	15	2	0	0	1.0
P43307	15	2	0	0	1.0
P43308	15	2	0	0	1.0
P43320	15	2	0	0	1.0
P43351	15	2	0	0	1.0
P43353	15	2	0	0	1.0
P43354	15	2	0	0	1.0
P43355	15	2	0	0	1.0
P43356	15	2	0	0	1.0
P43626	15	2	0	0	1.0
P43627	15	2	0	0	1.0
P43628	15	2	0	0	1.0
P43629	15	2	0	0	1.0
P43630	15	2	0	0	1.0
P43631	15	2	0	0	1.0
P43632	15	2	0	0	1.0
P43652	15	2	0	0	1.0
P43657	15	2	0	0	1.0
P43681	15	2	0	0	1.0
P43686	15	2	0	0	1.0
P43694	15	2	0	0	1.0
P43699	15	2	0	0	1.0
P43897	15	2	0	0	1.0
P45378	15	2	0	0	1.0
P45379	15	2	0	0	1.0
P43234	15	2	0	0	1.0
P43235	15	2	0	0	1.0
P43243	15	2	0	0	1.0
P43246	15	2	13	0	1.0
P43250	15	2	0	0	1.0
P43251	15	2	0	0	1.0
P43268	15	2	0	0	1.0
P43304	15	2	0	0	1.0
P45381	15	2	0	0	1.0
P45452	15	2	0	0	1.0
P45844	15	2	0	0	1.0
P45877	15	2	0	0	1.0
P45880	15	2	0	0	1.0
P45954	15	2	0	0	1.0
P45973	15	2	0	0	1.0
P45974	15	2	0	0	1.0
P46063	15	2	0	0	1.0
P46087	15	2	0	0	1.0
P46089	15	2	0	0	1.0
P46091	15	2	0	0	1.0
P46092	15	2	0	0	1.0
P46093	15	2	0	0	1.0
P46094	15	2	0	0	1.0
P46095	15	2	0	0	1.0
P43365	15	2	0	0	1.0
P43366	15	2	0	0	1.0
P43378	15	2	0	0	1.0
P43403	15	2	25	0	1.0
P43405	15	2	106	0	1.0
P43487	15	2	0	0	1.0
P43489	15	2	0	0	1.0
P43490	15	2	0	0	1.0
P42772	15	2	0	0	1.0
P42773	15	2	0	0	1.0
P42785	15	2	0	0	1.0
P42830	15	2	0	0	1.0
P42857	15	2	0	0	1.0
P42858	15	2	0	0	1.0
P42892	15	2	0	0	1.0
P42898	15	2	45	0	1.0
P46098	15	2	0	0	1.0
P46100	15	2	0	0	1.0
P46108	15	2	0	0	1.0
P46109	15	2	0	0	1.0
P46199	15	2	0	0	1.0
P46379	15	2	0	0	1.0
P46439	15	2	0	0	1.0
P46459	15	2	0	0	1.0
P46776	15	2	0	0	1.0
P46777	15	2	0	0	1.0
P46778	15	2	0	0	1.0
P46779	15	2	0	0	1.0
P46781	15	2	0	0	1.0
P46782	15	2	0	0	1.0
P46783	15	2	6	0	1.0
P46821	15	2	0	0	1.0
P46926	15	2	0	0	1.0
P46934	15	2	0	0	1.0
P46937	15	2	43	0	1.0
P46939	15	2	0	0	1.0
P46940	15	2	0	0	1.0
P46952	15	2	0	0	1.0
P46976	15	2	0	0	1.0
P46977	15	2	0	0	1.0
P47804	15	2	0	0	1.0
P47813	15	2	0	0	1.0
P47869	15	2	0	0	1.0
P47870	15	2	0	0	1.0
P47871	15	2	0	0	1.0
P47872	15	2	0	0	1.0
P47874	15	2	0	0	1.0
P47881	15	2	0	0	1.0
P47883	15	2	0	0	1.0
P47884	15	2	0	0	1.0
P47887	15	2	0	0	1.0
P47888	15	2	0	0	1.0
P47890	15	2	0	0	1.0
P47893	15	2	0	0	1.0
P47895	15	2	0	0	1.0
P47897	15	2	0	0	1.0
P47898	15	2	0	0	1.0
P47900	15	2	0	0	1.0
P47901	15	2	0	0	1.0
P47902	15	2	0	0	1.0
P47914	15	2	0	0	1.0
P47928	15	2	0	0	1.0
P47929	15	2	0	0	1.0
P47944	15	2	0	0	1.0
P46527	15	2	16	0	1.0
P46531	15	2	0	0	1.0
P46597	15	2	0	0	1.0
P46663	15	2	0	0	1.0
P46695	15	2	12	0	1.0
P46721	15	2	0	0	1.0
P46734	15	2	11	0	1.0
P46736	15	2	0	0	1.0
P45983	15	2	13	0	1.0
P45984	15	2	13	0	1.0
P45985	15	2	0	0	1.0
P46013	15	2	0	0	1.0
P46019	15	2	0	0	1.0
P46020	15	2	0	0	1.0
P46059	15	2	0	0	1.0
P46060	15	2	1	0	1.0
P48061	15	2	0	0	1.0
P48065	15	2	0	0	1.0
P48066	15	2	0	0	1.0
P48067	15	2	0	0	1.0
P48145	15	2	0	0	1.0
P48146	15	2	0	0	1.0
P48147	15	2	0	0	1.0
P48163	15	2	0	0	1.0
P47211	15	2	0	0	1.0
P47224	15	2	0	0	1.0
P47710	15	2	32	0	1.0
P47712	15	2	0	0	1.0
P47736	15	2	0	0	1.0
P47755	15	2	0	0	1.0
P47756	15	2	0	0	1.0
P47775	15	2	0	0	1.0
P47972	15	2	0	0	1.0
P47974	15	2	3	0	1.0
P47985	15	2	0	0	1.0
P47989	15	2	0	0	1.0
P47992	15	2	0	0	1.0
P48023	15	2	0	0	1.0
P48029	15	2	0	0	1.0
P48039	15	2	0	0	1.0
P48444	15	2	0	0	1.0
P48448	15	2	0	0	1.0
P48449	15	2	0	0	1.0
P48454	15	2	0	0	1.0
P48506	15	2	0	0	1.0
P48507	15	2	0	0	1.0
P48509	15	2	0	0	1.0
P48539	15	2	0	0	1.0
P48165	15	2	0	0	1.0
P48167	15	2	0	0	1.0
P48169	15	2	0	0	1.0
P48200	15	2	0	0	1.0
P48201	15	2	0	0	1.0
P48230	15	2	0	0	1.0
P48304	15	2	0	0	1.0
P48307	15	2	0	0	1.0
P48594	15	2	0	0	1.0
P48595	15	2	0	0	1.0
P48634	15	2	0	0	1.0
P48637	15	2	0	0	1.0
P48643	15	2	0	0	1.0
P48645	15	2	0	0	1.0
P48651	15	2	0	0	1.0
P48664	15	2	0	0	1.0
P48357	15	2	0	0	1.0
P48378	15	2	0	0	1.0
P48380	15	2	0	0	1.0
P48382	15	2	0	0	1.0
P48426	15	2	0	0	1.0
P48431	15	2	0	0	1.0
P48436	15	2	0	0	1.0
P48443	15	2	0	0	1.0
P48739	15	2	0	0	1.0
P48740	15	2	0	0	1.0
P48741	15	2	0	0	1.0
P48742	15	2	0	0	1.0
P48745	15	2	0	0	1.0
P48751	15	2	0	0	1.0
P48764	15	2	0	0	1.0
P48775	15	2	0	0	1.0
P48047	15	2	0	0	1.0
P48048	15	2	0	0	1.0
P48050	15	2	0	0	1.0
P48051	15	2	0	0	1.0
P48052	15	2	0	0	1.0
P48058	15	2	0	0	1.0
P48059	15	2	0	0	1.0
P48060	15	2	0	0	1.0
P48788	15	2	0	0	1.0
P48960	15	2	0	0	1.0
P48995	15	2	0	0	1.0
P49005	15	2	0	0	1.0
P49006	15	2	0	0	1.0
P49019	15	2	0	0	1.0
P49023	15	2	9	0	1.0
P49069	15	2	0	0	1.0
P49223	15	2	0	0	1.0
P49238	15	2	0	0	1.0
P49247	15	2	0	0	1.0
P49257	15	2	0	0	1.0
P49279	15	2	0	0	1.0
P49281	15	2	0	0	1.0
P49286	15	2	0	0	1.0
P49321	15	2	0	0	1.0
P48544	15	2	0	0	1.0
P48546	15	2	0	0	1.0
P48547	15	2	0	0	1.0
P48549	15	2	0	0	1.0
P48551	15	2	0	0	1.0
P48552	15	2	0	0	1.0
P48553	15	2	0	0	1.0
P48556	15	2	0	0	1.0
P49116	15	2	0	0	1.0
P49137	15	2	0	0	1.0
P49146	15	2	0	0	1.0
P49184	15	2	0	0	1.0
P49189	15	2	0	0	1.0
P49190	15	2	0	0	1.0
P49207	15	2	0	0	1.0
P49221	15	2	0	0	1.0
P48668	15	2	0	0	1.0
P48681	15	2	0	0	1.0
P48723	15	2	0	0	1.0
P48728	15	2	0	0	1.0
P48729	15	2	0	0	1.0
P48730	15	2	0	0	1.0
P48735	15	2	0	0	1.0
P48736	15	2	0	0	1.0
P49590	15	2	0	0	1.0
P49591	15	2	0	0	1.0
P49593	15	2	0	0	1.0
P49619	15	2	0	0	1.0
P49638	15	2	0	0	1.0
P49639	15	2	0	0	1.0
P49640	15	2	0	0	1.0
P49641	15	2	0	0	1.0
P49406	15	2	0	0	1.0
P49407	15	2	0	0	1.0
P49411	15	2	0	0	1.0
P49418	15	2	0	0	1.0
P49419	15	2	0	0	1.0
P49427	15	2	6	0	1.0
P49441	15	2	0	0	1.0
P49447	15	2	0	0	1.0
P49326	15	2	0	0	1.0
P49327	15	2	0	0	1.0
P49335	15	2	0	0	1.0
P49336	15	2	0	0	1.0
P49354	15	2	0	0	1.0
P49356	15	2	0	0	1.0
P49366	15	2	0	0	1.0
P49368	15	2	0	0	1.0
P49747	15	2	0	0	1.0
P49748	15	2	0	0	1.0
P49750	15	2	0	0	1.0
P49753	15	2	0	0	1.0
P49754	15	2	0	0	1.0
P49755	15	2	0	0	1.0
P49756	15	2	0	0	1.0
P49757	15	2	0	0	1.0
P49703	15	2	0	0	1.0
P49711	15	2	0	0	1.0
P49715	15	2	0	0	1.0
P49716	15	2	0	0	1.0
P49720	15	2	0	0	1.0
P49721	15	2	0	0	1.0
P49736	15	2	16	0	1.0
P49746	15	2	0	0	1.0
P49448	15	2	0	0	1.0
P49450	15	2	15	0	1.0
P49454	15	2	0	0	1.0
P49458	15	2	0	0	1.0
P49459	15	2	0	0	1.0
P49585	15	2	0	0	1.0
P49588	15	2	15	0	1.0
P49589	15	2	0	0	1.0
P49642	15	2	0	0	1.0
P49643	15	2	0	0	1.0
P49662	15	2	0	0	1.0
P49674	15	2	0	0	1.0
P49675	15	2	0	0	1.0
P49682	15	2	13	0	1.0
P49683	15	2	0	0	1.0
P49685	15	2	0	0	1.0
P49842	15	2	0	0	1.0
P49848	15	2	0	0	1.0
P49862	15	2	0	0	1.0
P49863	15	2	0	0	1.0
P49888	15	2	0	0	1.0
P49895	15	2	0	0	1.0
P49901	15	2	0	0	1.0
P49902	15	2	0	0	1.0
P49903	15	2	0	0	1.0
P49908	15	2	0	0	1.0
P49910	15	2	0	0	1.0
P49913	15	2	0	0	1.0
P49914	15	2	0	0	1.0
P49915	15	2	0	0	1.0
P49916	15	2	0	0	1.0
P49917	15	2	0	0	1.0
P49770	15	2	0	0	1.0
P49771	15	2	0	0	1.0
P49773	15	2	0	0	1.0
P49788	15	2	0	0	1.0
P49789	15	2	0	0	1.0
P49790	15	2	0	0	1.0
P49792	15	2	0	0	1.0
P49795	15	2	0	0	1.0
P50150	15	2	0	0	1.0
P50151	15	2	0	0	1.0
P50213	15	2	0	0	1.0
P50219	15	2	0	0	1.0
P50221	15	2	0	0	1.0
P50222	15	2	0	0	1.0
P50225	15	2	0	0	1.0
P50226	15	2	0	0	1.0
P49758	15	2	0	0	1.0
P49759	15	2	0	0	1.0
P49760	15	2	0	0	1.0
P49761	15	2	0	0	1.0
P49763	15	2	0	0	1.0
P49765	15	2	0	0	1.0
P49767	15	2	0	0	1.0
P49768	15	2	0	0	1.0
P50440	15	2	0	0	1.0
P50443	15	2	0	0	1.0
P50452	15	2	0	0	1.0
P50453	15	2	0	0	1.0
P50454	15	2	0	0	1.0
P50458	15	2	0	0	1.0
P50461	15	2	0	0	1.0
P50479	15	2	0	0	1.0
P50238	15	2	0	0	1.0
P50281	15	2	0	0	1.0
P50336	15	2	0	0	1.0
P50391	15	2	0	0	1.0
P50395	15	2	0	0	1.0
P50402	15	2	0	0	1.0
P50406	15	2	0	0	1.0
P50416	15	2	0	0	1.0
P49918	15	2	0	0	1.0
P49959	15	2	52	0	1.0
P49961	15	2	0	0	1.0
P50052	15	2	0	0	1.0
P50053	15	2	0	0	1.0
P50120	15	2	0	0	1.0
P50135	15	2	0	0	1.0
P50148	15	2	0	0	1.0
P49796	15	2	0	0	1.0
P49798	15	2	0	0	1.0
P49802	15	2	0	0	1.0
P49810	15	2	0	0	1.0
P49815	15	2	13	0	1.0
P49821	15	2	0	0	1.0
P49840	15	2	0	0	1.0
P49841	15	2	0	0	1.0
P50749	15	2	0	0	1.0
P50750	15	2	38	0	1.0
P50851	15	2	0	0	1.0
P50876	15	2	0	0	1.0
P50895	15	2	13	0	1.0
P50897	15	2	0	0	1.0
P50914	15	2	0	0	1.0
P50990	15	2	0	0	1.0
P50579	15	2	0	0	1.0
P50583	15	2	0	0	1.0
P50591	15	2	0	0	1.0
P50607	15	2	0	0	1.0
P50613	15	2	9	0	1.0
P50616	15	2	0	0	1.0
P50747	15	2	0	0	1.0
P50748	15	2	13	0	1.0
P51149	15	2	0	0	1.0
P51151	15	2	0	0	1.0
P51153	15	2	0	0	1.0
P51157	15	2	0	0	1.0
P51159	15	2	0	0	1.0
P51160	15	2	0	0	1.0
P51161	15	2	0	0	1.0
P51164	15	2	0	0	1.0
P51452	15	2	0	0	1.0
P51460	15	2	0	0	1.0
P51504	15	2	0	0	1.0
P51508	15	2	0	0	1.0
P51511	15	2	0	0	1.0
P51512	15	2	0	0	1.0
P51513	15	2	0	0	1.0
P51522	15	2	0	0	1.0
P51523	15	2	0	0	1.0
P51530	15	2	0	0	1.0
P51531	15	2	0	0	1.0
P51532	15	2	0	0	1.0
P51553	15	2	0	0	1.0
P51570	15	2	0	0	1.0
P51571	15	2	0	0	1.0
P51572	15	2	0	0	1.0
P50991	15	2	0	0	1.0
P50993	15	2	0	0	1.0
P50995	15	2	0	0	1.0
P51003	15	2	0	0	1.0
P51114	15	2	0	0	1.0
P51116	15	2	0	0	1.0
P51124	15	2	0	0	1.0
P51148	15	2	0	0	1.0
P51168	15	2	0	0	1.0
P51170	15	2	0	0	1.0
P51172	15	2	0	0	1.0
P51178	15	2	0	0	1.0
P51397	15	2	13	0	1.0
P51398	15	2	0	0	1.0
P51449	15	2	0	0	1.0
P51451	15	2	0	0	1.0
P51671	15	2	0	0	1.0
P51674	15	2	0	0	1.0
P51677	15	2	0	0	1.0
P51679	15	2	0	0	1.0
P51681	15	2	26	0	1.0
P51684	15	2	0	0	1.0
P51685	15	2	0	0	1.0
P51686	15	2	0	0	1.0
P50502	15	2	0	0	1.0
P50539	15	2	0	0	1.0
P50542	15	2	0	0	1.0
P50548	15	2	0	0	1.0
P50549	15	2	0	0	1.0
P50552	15	2	0	0	1.0
P50553	15	2	0	0	1.0
P50570	15	2	0	0	1.0
P51575	15	2	12	0	1.0
P51580	15	2	0	0	1.0
P51582	15	2	0	0	1.0
P51587	15	2	0	0	1.0
P51589	15	2	0	0	1.0
P51606	15	2	0	0	1.0
P51608	15	2	0	0	1.0
P51610	15	2	0	0	1.0
P51787	15	2	0	0	1.0
P51788	15	2	0	0	1.0
P51790	15	2	0	0	1.0
P51793	15	2	0	0	1.0
P51795	15	2	0	0	1.0
P51797	15	2	0	0	1.0
P51798	15	2	0	0	1.0
P51800	15	2	0	0	1.0
P51814	15	2	0	0	1.0
P51815	15	2	0	0	1.0
P51816	15	2	0	0	1.0
P51817	15	2	0	0	1.0
P51825	15	2	0	0	1.0
P51826	15	2	0	0	1.0
P51828	15	2	0	0	1.0
P51841	15	2	0	0	1.0
P51617	15	2	0	0	1.0
P51636	15	2	19	0	1.0
P51648	15	2	0	0	1.0
P51649	15	2	0	0	1.0
P51654	15	2	0	0	1.0
P51659	15	2	0	0	1.0
P51665	15	2	0	0	1.0
P51668	15	2	0	0	1.0
P51801	15	2	0	0	1.0
P51805	15	2	0	0	1.0
P51808	15	2	0	0	1.0
P51809	15	2	0	0	1.0
P51810	15	2	0	0	1.0
P51811	15	2	0	0	1.0
P51812	15	2	0	0	1.0
P51813	15	2	7	0	1.0
P51687	15	2	0	0	1.0
P51688	15	2	0	0	1.0
P51689	15	2	0	0	1.0
P51690	15	2	0	0	1.0
P51692	15	2	0	0	1.0
P51693	15	2	0	0	1.0
P51784	15	2	0	0	1.0
P51786	15	2	0	0	1.0
P51843	15	2	0	0	1.0
P51854	15	2	0	0	1.0
P51857	15	2	0	0	1.0
P51858	15	2	0	0	1.0
P51861	15	2	0	0	1.0
P51864	15	2	0	0	1.0
P51878	15	2	0	0	1.0
P51884	15	2	0	0	1.0
P51965	15	2	0	0	1.0
P51970	15	2	0	0	1.0
P51991	15	2	14	0	1.0
P51993	15	2	0	0	1.0
P52179	15	2	0	0	1.0
P52198	15	2	0	0	1.0
P52209	15	2	0	0	1.0
P52272	15	2	0	0	1.0
P52292	15	2	0	0	1.0
P52294	15	2	0	0	1.0
P52298	15	2	0	0	1.0
P52306	15	2	0	0	1.0
P52333	15	2	14	0	1.0
P52429	15	2	0	0	1.0
P52434	15	2	0	0	1.0
P52435	15	2	0	0	1.0
P52740	15	2	0	0	1.0
P52741	15	2	0	0	1.0
P52742	15	2	0	0	1.0
P52743	15	2	0	0	1.0
P52744	15	2	0	0	1.0
P52746	15	2	0	0	1.0
P52747	15	2	0	0	1.0
P52756	15	2	0	0	1.0
P52757	15	2	0	0	1.0
P52758	15	2	0	0	1.0
P52788	15	2	0	0	1.0
P52789	15	2	0	0	1.0
P52790	15	2	0	0	1.0
P52797	15	2	0	0	1.0
P52798	15	2	0	0	1.0
P52799	15	2	0	0	1.0
P51888	15	2	0	0	1.0
P51911	15	2	0	0	1.0
P51946	15	2	0	0	1.0
P51948	15	2	0	0	1.0
P51955	15	2	49	0	1.0
P51956	15	2	0	0	1.0
P51957	15	2	0	0	1.0
P51959	15	2	0	0	1.0
P52803	15	2	0	0	1.0
P52815	15	2	37	0	1.0
P52823	15	2	0	0	1.0
P52824	15	2	0	0	1.0
P52848	15	2	0	0	1.0
P52849	15	2	0	0	1.0
P52888	15	2	0	0	1.0
P52895	15	2	0	0	1.0
P52907	15	2	0	0	1.0
P52926	15	2	0	0	1.0
P52943	15	2	0	0	1.0
P52945	15	2	0	0	1.0
P52948	15	2	0	0	1.0
P52951	15	2	0	0	1.0
P52952	15	2	0	0	1.0
P52954	15	2	0	0	1.0
P52564	15	2	11	0	1.0
P52565	15	2	0	0	1.0
P52566	15	2	0	0	1.0
P52569	15	2	0	0	1.0
P52594	15	2	0	0	1.0
P52597	15	2	0	0	1.0
P52630	15	2	15	0	1.0
P52655	15	2	24	0	1.0
P52657	15	2	0	0	1.0
P52701	15	2	0	0	1.0
P52732	15	2	0	0	1.0
P52735	15	2	2	0	1.0
P52736	15	2	0	0	1.0
P52737	15	2	0	0	1.0
P52738	15	2	0	0	1.0
P52739	15	2	0	0	1.0
P53672	15	2	0	0	1.0
P53673	15	2	0	0	1.0
P53674	15	2	0	0	1.0
P53675	15	2	0	0	1.0
P53677	15	2	0	0	1.0
P53680	15	2	0	0	1.0
P53701	15	2	0	0	1.0
P53708	15	2	0	0	1.0
P53370	15	2	0	0	1.0
P53384	15	2	0	0	1.0
P53396	15	2	15	0	1.0
P53420	15	2	0	0	1.0
P53539	15	2	0	0	1.0
P53567	15	2	0	0	1.0
P53582	15	2	0	0	1.0
P53597	15	2	0	0	1.0
P53602	15	2	0	0	1.0
P53609	15	2	0	0	1.0
P53611	15	2	0	0	1.0
P53618	15	2	0	0	1.0
P53621	15	2	0	0	1.0
P53634	15	2	0	0	1.0
P53667	15	2	0	0	1.0
P53671	15	2	0	0	1.0
P52961	15	2	0	0	1.0
P53004	15	2	0	0	1.0
P53007	15	2	0	0	1.0
P53041	15	2	0	0	1.0
P53350	15	2	0	0	1.0
P53355	15	2	0	0	1.0
P53365	15	2	0	0	1.0
P53367	15	2	0	0	1.0
P53816	15	2	0	0	1.0
P53985	15	2	0	0	1.0
P53990	15	2	0	0	1.0
P53992	15	2	0	0	1.0
P53999	15	2	17	0	1.0
P54098	15	2	0	0	1.0
P54105	15	2	0	0	1.0
P54107	15	2	0	0	1.0
P54108	15	2	0	0	1.0
P54132	15	2	0	0	1.0
P54136	15	2	0	0	1.0
P54198	15	2	0	0	1.0
P54219	15	2	0	0	1.0
P54252	15	2	0	0	1.0
P54253	15	2	0	0	1.0
P54257	15	2	0	0	1.0
P53778	15	2	0	0	1.0
P53779	15	2	13	0	1.0
P53794	15	2	0	0	1.0
P53801	15	2	0	0	1.0
P53803	15	2	0	0	1.0
P53804	15	2	0	0	1.0
P53805	15	2	11	0	1.0
P53814	15	2	0	0	1.0
P54760	15	2	0	0	1.0
P54762	15	2	0	0	1.0
P54764	15	2	0	0	1.0
P54792	15	2	0	0	1.0
P54793	15	2	0	0	1.0
P54802	15	2	0	0	1.0
P54803	15	2	0	0	1.0
P54819	15	2	0	0	1.0
P54259	15	2	0	0	1.0
P54274	15	2	0	0	1.0
P54277	15	2	0	0	1.0
P54278	15	2	0	0	1.0
P54284	15	2	0	0	1.0
P54289	15	2	0	0	1.0
P54296	15	2	0	0	1.0
P54315	15	2	0	0	1.0
P54855	15	2	0	0	1.0
P54868	15	2	0	0	1.0
P54886	15	2	0	0	1.0
P54920	15	2	0	0	1.0
P54922	15	2	0	0	1.0
P55000	15	2	0	0	1.0
P55001	15	2	0	0	1.0
P55008	15	2	0	0	1.0
P54707	15	2	0	0	1.0
P54709	15	2	0	0	1.0
P54710	15	2	0	0	1.0
P54725	15	2	0	0	1.0
P54727	15	2	0	0	1.0
P54750	15	2	0	0	1.0
P54753	15	2	0	0	1.0
P54756	15	2	0	0	1.0
P54821	15	2	0	0	1.0
P54826	15	2	0	0	1.0
P54829	15	2	7	0	1.0
P54840	15	2	0	0	1.0
P54845	15	2	0	0	1.0
P54849	15	2	0	0	1.0
P54851	15	2	0	0	1.0
P54852	15	2	0	0	1.0
P55081	15	2	0	0	1.0
P55082	15	2	0	0	1.0
P55083	15	2	0	0	1.0
P55084	15	2	0	0	1.0
P55085	15	2	0	0	1.0
P55087	15	2	0	0	1.0
P55089	15	2	0	0	1.0
P55103	15	2	0	0	1.0
P55107	15	2	0	0	1.0
P55145	15	2	0	0	1.0
P55157	15	2	0	0	1.0
P55160	15	2	0	0	1.0
P55196	15	2	0	0	1.0
P55197	15	2	0	0	1.0
P55198	15	2	0	0	1.0
P55199	15	2	0	0	1.0
P55056	15	2	0	0	1.0
P55058	15	2	0	0	1.0
P55060	15	2	0	0	1.0
P55061	15	2	0	0	1.0
P55064	15	2	0	0	1.0
P55072	15	2	0	0	1.0
P55073	15	2	0	0	1.0
P55075	15	2	0	0	1.0
P54317	15	2	0	0	1.0
P54368	15	2	0	0	1.0
P54577	15	2	0	0	1.0
P54578	15	2	0	0	1.0
P54619	15	2	0	0	1.0
P54646	15	2	0	0	1.0
P54652	15	2	0	0	1.0
P54687	15	2	0	0	1.0
P55291	15	2	0	0	1.0
P55316	15	2	0	0	1.0
P55317	15	2	0	0	1.0
P55318	15	2	0	0	1.0
P55327	15	2	0	0	1.0
P55344	15	2	0	0	1.0
P55345	15	2	0	0	1.0
P55347	15	2	0	0	1.0
P55735	15	2	0	0	1.0
P55769	15	2	0	0	1.0
P55771	15	2	0	0	1.0
P55773	15	2	0	0	1.0
P55774	15	2	0	0	1.0
P55786	15	2	0	0	1.0
P55789	15	2	0	0	1.0
P55795	15	2	0	0	1.0
P55808	15	2	0	0	1.0
